buyer_id;gender;age;age_group;employment_status;housing_status;country;brand;sneaker_price_usd;purchase_channel;purchase_season;reason_for_purchase;discount_used;comfort_rating;durability_rating;repurchase_intent
252;Male;68;Adult;Student;Home Owner;Brazil;Crocs;50;Online;Autumn;Work;No;3;4;Yes
253;Female;14;Senior;Unemployed;Renter;USA;ASICS;116;Online;Spring;Comfort;No;3;4;Yes
254;Male;20;Youth;Student;Renter;France;Crocs;369;Retail Store;Autumn;Comfort;No;4;4;No
255;Male;41;Adult;Student;Renter;UK;Vans;260;Retail Store;Autumn;Work;Yes;1;1;No
256;Male;23;Senior;Self-employed;Home Owner;France;Nike;386;Online;Winter;Comfort;No;1;4;No
257;Male;49;Youth;Self-employed;Renter;Italy;Balenciaga;93;Retail Store;Autumn;Sports;No;2;5;No
258;Female;30;Adult;Employed;Home Owner;USA;Crocs;98;Retail Store;Summer;Work;No;4;4;Yes
259;Female;67;Adult;Unemployed;Home Owner;Italy;Puma;232;Retail Store;Autumn;Sports;Yes;4;5;Yes
260;Male;62;Adult;Employed;Home Owner;Canada;Under Armour;71;Retail Store;Autumn;Work;No;3;2;Yes
261;Male;26;Adult;Self-employed;Renter;Italy;Vans;185;Online;Spring;Comfort;No;2;5;Yes
262;Female;66;Youth;Employed;Home Owner;Canada;Adidas;171;Online;Winter;Fashion;No;4;4;Yes
263;Male;22;Senior;Student;Home Owner;India;Nike;247;Online;Winter;Work;Yes;3;3;No
264;Male;47;Senior;Student;Renter;Brazil;Under Armour;377;Online;Autumn;Work;Yes;3;2;No
265;Male;21;Youth;Self-employed;Home Owner;USA;Balenciaga;252;Retail Store;Spring;Fashion;Yes;3;1;Yes
266;Female;47;Youth;Student;Renter;Japan;Adidas;218;Retail Store;Summer;Fashion;No;3;1;Yes
267;Female;23;Senior;Unemployed;Home Owner;Japan;ASICS;349;Retail Store;Summer;Sports;No;1;3;No
268;Female;56;Adult;Self-employed;Renter;UK;Puma;448;Online;Autumn;Comfort;No;5;3;Yes
269;Male;24;Adult;Unemployed;Home Owner;Nigeria;Under Armour;165;Online;Autumn;Fashion;Yes;3;2;Yes
270;Male;15;Adult;Self-employed;Home Owner;Italy;Crocs;177;Retail Store;Spring;Work;No;1;4;Yes
271;Female;65;Adult;Self-employed;Renter;USA;Puma;430;Online;Winter;Fashion;Yes;5;2;Yes
272;Female;51;Adult;Student;Renter;UK;ASICS;421;Online;Spring;Fashion;Yes;1;1;Yes
273;Female;26;Youth;Self-employed;Home Owner;Germany;Balenciaga;284;Retail Store;Summer;Comfort;No;5;2;No
274;Female;68;Youth;Self-employed;Home Owner;Japan;ASICS;232;Retail Store;Autumn;Comfort;Yes;1;4;Yes
275;Male;40;Senior;Employed;Home Owner;Italy;ASICS;392;Retail Store;Autumn;Sports;Yes;2;4;Yes
276;Female;23;Adult;Student;Home Owner;Canada;Crocs;314;Retail Store;Spring;Comfort;No;1;1;Yes
277;Male;51;Adult;Unemployed;Home Owner;Nigeria;ASICS;174;Online;Winter;Sports;No;2;5;Yes
278;Female;37;Senior;Self-employed;Home Owner;Germany;New Balance;84;Online;Spring;Fashion;No;5;1;Yes
279;Male;33;Adult;Unemployed;Home Owner;Nigeria;Adidas;400;Retail Store;Winter;Sports;Yes;4;5;Yes
280;Female;22;Youth;Employed;Home Owner;France;Nike;77;Retail Store;Winter;Sports;No;4;4;Yes
281;Female;55;Adult;Self-employed;Home Owner;Germany;Balenciaga;174;Retail Store;Summer;Comfort;No;3;4;Yes
282;Female;27;Adult;Unemployed;Home Owner;France;ASICS;274;Retail Store;Winter;Fashion;Yes;5;4;Yes
283;Female;31;Youth;Student;Renter;China;Under Armour;106;Retail Store;Summer;Sports;Yes;1;3;Yes
284;Male;60;Adult;Employed;Renter;Brazil;Under Armour;114;Retail Store;Autumn;Fashion;Yes;3;2;Yes
285;Female;34;Adult;Employed;Home Owner;USA;Balenciaga;303;Online;Spring;Work;Yes;1;5;No
286;Male;33;Senior;Unemployed;Home Owner;Germany;Balenciaga;129;Online;Summer;Work;No;4;2;No
287;Male;64;Adult;Self-employed;Home Owner;Japan;Puma;141;Online;Spring;Work;No;3;2;Yes
288;Male;56;Youth;Self-employed;Home Owner;Brazil;ASICS;42;Retail Store;Summer;Fashion;No;5;1;Yes
289;Male;44;Adult;Student;Home Owner;Japan;Puma;132;Retail Store;Autumn;Work;No;5;1;Yes
290;Female;62;Adult;Student;Home Owner;India;Crocs;51;Online;Summer;Comfort;No;3;5;Yes
291;Male;35;Adult;Self-employed;Homeless;Germany;Balenciaga;121;Retail Store;Summer;Fashion;Yes;3;1;No
292;Male;25;Adult;Employed;Home Owner;India;Crocs;210;Online;Spring;Work;Yes;1;1;No
293;Male;17;Adult;Student;Renter;Japan;Crocs;430;Online;Summer;Work;No;1;5;No
294;Female;16;Youth;Student;Home Owner;China;New Balance;389;Online;Spring;Sports;Yes;5;2;Yes
295;Female;40;Adult;Employed;Home Owner;Japan;Puma;273;Online;Autumn;Fashion;Yes;5;3;No
296;Female;26;Adult;Self-employed;Home Owner;France;Nike;343;Online;Autumn;Work;No;3;2;Yes
297;Female;20;Senior;Unemployed;Home Owner;France;Balenciaga;84;Online;Summer;Fashion;Yes;2;5;No
298;Male;21;Youth;Student;Home Owner;Canada;Vans;64;Online;Winter;Fashion;No;3;2;Yes
299;Male;69;Adult;Employed;Renter;Nigeria;Balenciaga;43;Retail Store;Autumn;Comfort;Yes;3;1;Yes
300;Female;63;Adult;Student;Renter;Japan;New Balance;427;Online;Winter;Work;No;4;3;Yes
301;Male;47;Adult;Employed;Home Owner;Germany;Adidas;269;Retail Store;Winter;Comfort;No;3;4;Yes
302;Male;49;Adult;Student;Renter;Brazil;Adidas;421;Online;Spring;Work;No;4;1;Yes
303;Male;33;Adult;Self-employed;Home Owner;Italy;Under Armour;401;Retail Store;Winter;Fashion;No;1;5;Yes
304;Female;30;Adult;Employed;Home Owner;UK;Adidas;234;Retail Store;Winter;Fashion;No;2;5;No
305;Female;45;Adult;Unemployed;Renter;Japan;Vans;195;Retail Store;Winter;Fashion;Yes;3;2;No
306;Male;20;Adult;Unemployed;Renter;Germany;Under Armour;149;Retail Store;Spring;Fashion;Yes;1;4;Yes
307;Female;63;Adult;Student;Home Owner;Canada;New Balance;204;Online;Summer;Work;Yes;3;4;Yes
308;Female;61;Adult;Unemployed;Home Owner;Japan;Vans;425;Online;Winter;Sports;Yes;3;2;Yes
309;Female;29;Adult;Student;Home Owner;India;Nike;368;Online;Autumn;Fashion;Yes;1;1;Yes
310;Female;55;Adult;Employed;Home Owner;USA;Puma;100;Retail Store;Spring;Work;No;3;3;No
311;Female;43;Senior;Employed;Homeless;Nigeria;Adidas;248;Retail Store;Winter;Fashion;Yes;2;4;Yes
312;Male;46;Adult;Unemployed;Home Owner;China;Nike;164;Retail Store;Winter;Sports;No;3;2;Yes
313;Female;18;Youth;Unemployed;Renter;India;Balenciaga;346;Online;Spring;Work;No;4;3;Yes
314;Male;34;Senior;Self-employed;Renter;Canada;Puma;326;Online;Spring;Fashion;Yes;1;2;No
315;Male;26;Youth;Employed;Home Owner;Germany;Adidas;124;Retail Store;Spring;Comfort;No;4;3;No
316;Female;15;Adult;Unemployed;Home Owner;Canada;ASICS;248;Online;Winter;Sports;Yes;2;3;Yes
317;Male;24;Youth;Unemployed;Renter;UK;New Balance;273;Online;Spring;Comfort;No;3;1;Yes
318;Male;48;Adult;Unemployed;Home Owner;Japan;Nike;82;Retail Store;Winter;Comfort;Yes;1;5;No
319;Male;24;Youth;Student;Home Owner;UK;Nike;323;Online;Autumn;Fashion;No;1;5;Yes
320;Female;57;Senior;Self-employed;Home Owner;USA;New Balance;290;Online;Winter;Comfort;No;4;4;Yes
321;Female;14;Adult;Employed;Home Owner;Germany;Adidas;206;Online;Summer;Work;Yes;2;5;Yes
322;Male;14;Adult;Unemployed;Home Owner;USA;Adidas;232;Online;Winter;Sports;Yes;4;4;Yes
323;Female;27;Youth;Unemployed;Home Owner;Brazil;Balenciaga;439;Online;Winter;Work;Yes;5;4;Yes
324;Female;35;Adult;Unemployed;Renter;China;Balenciaga;106;Online;Winter;Comfort;No;2;3;Yes
325;Female;41;Adult;Student;Homeless;Brazil;Vans;246;Online;Summer;Work;Yes;3;4;No
326;Female;29;Adult;Employed;Home Owner;France;Balenciaga;363;Online;Spring;Sports;No;5;2;No
327;Male;44;Youth;Unemployed;Home Owner;USA;New Balance;75;Online;Winter;Comfort;Yes;4;2;No
328;Male;19;Adult;Unemployed;Home Owner;UK;Puma;422;Retail Store;Autumn;Sports;Yes;4;3;No
329;Female;42;Adult;Student;Home Owner;UK;New Balance;325;Online;Autumn;Fashion;Yes;2;1;No
330;Female;40;Youth;Student;Renter;UK;Crocs;388;Online;Spring;Fashion;Yes;2;3;No
331;Male;26;Youth;Self-employed;Renter;India;Puma;318;Retail Store;Autumn;Work;Yes;4;3;No
332;Male;56;Adult;Self-employed;Home Owner;Canada;Vans;214;Retail Store;Summer;Work;No;1;5;Yes
333;Female;42;Senior;Employed;Renter;India;New Balance;50;Retail Store;Spring;Comfort;No;3;5;No
334;Male;29;Youth;Self-employed;Renter;Japan;Vans;415;Online;Spring;Comfort;No;2;3;No
335;Female;44;Adult;Employed;Home Owner;Japan;Under Armour;58;Online;Summer;Fashion;No;1;2;Yes
336;Female;58;Youth;Self-employed;Renter;UK;Crocs;229;Online;Summer;Fashion;Yes;4;3;No
337;Male;18;Adult;Unemployed;Home Owner;Italy;Adidas;111;Online;Autumn;Sports;No;4;2;Yes
338;Male;63;Adult;Self-employed;Renter;USA;Adidas;338;Online;Autumn;Fashion;No;1;1;Yes
339;Female;36;Adult;Unemployed;Home Owner;UK;Vans;114;Online;Summer;Fashion;No;4;5;Yes
340;Female;18;Adult;Employed;Home Owner;France;ASICS;420;Retail Store;Autumn;Sports;No;3;4;Yes
341;Male;39;Senior;Self-employed;Renter;Japan;Under Armour;176;Online;Winter;Fashion;No;1;2;Yes
342;Female;30;Senior;Self-employed;Home Owner;USA;Puma;277;Online;Summer;Work;No;3;2;No
343;Male;36;Youth;Self-employed;Renter;Brazil;Under Armour;320;Online;Autumn;Sports;No;2;1;No
344;Female;49;Adult;Unemployed;Home Owner;Nigeria;New Balance;326;Online;Autumn;Fashion;No;5;5;Yes
345;Male;68;Senior;Unemployed;Renter;USA;Puma;180;Retail Store;Spring;Sports;No;3;5;Yes
346;Male;36;Adult;Self-employed;Home Owner;India;Puma;360;Online;Spring;Fashion;Yes;5;5;Yes
347;Male;50;Adult;Employed;Renter;USA;Crocs;197;Retail Store;Winter;Fashion;No;4;2;No
348;Female;46;Adult;Unemployed;Home Owner;China;Vans;240;Retail Store;Summer;Comfort;No;3;5;No
349;Female;52;Adult;Student;Home Owner;France;New Balance;68;Retail Store;Winter;Sports;No;3;5;Yes
350;Male;59;Youth;Employed;Home Owner;Italy;Nike;134;Retail Store;Summer;Work;No;4;4;Yes
351;Female;27;Senior;Employed;Renter;China;Adidas;313;Retail Store;Summer;Fashion;Yes;3;2;Yes
352;Male;23;Senior;Employed;Home Owner;India;Adidas;170;Retail Store;Autumn;Work;No;4;2;Yes
353;Male;34;Adult;Unemployed;Homeless;UK;Nike;286;Retail Store;Spring;Comfort;No;2;5;Yes
354;Female;66;Adult;Self-employed;Home Owner;India;ASICS;74;Online;Spring;Work;No;1;3;Yes
355;Female;36;Adult;Self-employed;Renter;USA;Puma;171;Online;Summer;Comfort;No;3;5;No
356;Male;13;Youth;Student;Renter;France;ASICS;336;Retail Store;Autumn;Sports;No;2;2;Yes
357;Female;30;Adult;Self-employed;Renter;China;ASICS;374;Retail Store;Summer;Comfort;No;1;2;Yes
358;Female;56;Adult;Student;Renter;Canada;Under Armour;153;Retail Store;Spring;Fashion;Yes;3;4;No
359;Male;24;Adult;Student;Home Owner;France;Adidas;129;Online;Winter;Comfort;Yes;2;1;No
360;Male;69;Adult;Self-employed;Home Owner;Brazil;Nike;262;Retail Store;Spring;Sports;No;3;5;No
361;Female;55;Senior;Student;Home Owner;Canada;Vans;325;Retail Store;Winter;Sports;Yes;1;1;Yes
362;Male;40;Senior;Employed;Home Owner;Nigeria;Balenciaga;126;Retail Store;Spring;Fashion;No;3;5;Yes
363;Male;52;Adult;Employed;Home Owner;Italy;Balenciaga;261;Retail Store;Spring;Fashion;No;4;4;No
364;Female;19;Youth;Employed;Home Owner;Japan;Adidas;306;Online;Summer;Work;No;2;1;Yes
365;Male;35;Adult;Unemployed;Home Owner;Germany;Puma;72;Online;Winter;Fashion;Yes;3;3;Yes
366;Male;33;Youth;Student;Home Owner;Brazil;Balenciaga;333;Retail Store;Winter;Comfort;No;4;5;Yes
367;Female;46;Senior;Student;Renter;France;Balenciaga;277;Online;Summer;Fashion;Yes;1;5;Yes
368;Female;23;Youth;Employed;Home Owner;Brazil;Puma;44;Online;Summer;Work;Yes;1;4;Yes
369;Male;34;Adult;Unemployed;Home Owner;USA;Adidas;226;Retail Store;Autumn;Fashion;No;4;5;Yes
370;Male;54;Adult;Self-employed;Renter;China;Balenciaga;287;Retail Store;Winter;Work;Yes;1;4;Yes
371;Female;47;Adult;Employed;Home Owner;UK;Nike;138;Retail Store;Spring;Fashion;No;4;5;No
372;Female;64;Adult;Unemployed;Home Owner;UK;Crocs;90;Retail Store;Summer;Sports;No;1;5;Yes
373;Female;41;Adult;Self-employed;Home Owner;Nigeria;Nike;104;Retail Store;Winter;Fashion;No;5;3;No
374;Female;54;Adult;Unemployed;Renter;Italy;Vans;235;Retail Store;Summer;Comfort;No;5;2;No
375;Male;40;Adult;Self-employed;Home Owner;Japan;Puma;97;Retail Store;Winter;Sports;No;3;5;No
376;Female;30;Youth;Student;Home Owner;Japan;Crocs;215;Online;Spring;Fashion;No;1;5;No
377;Female;26;Adult;Student;Home Owner;Canada;Balenciaga;225;Retail Store;Summer;Fashion;No;5;1;Yes
378;Male;30;Senior;Unemployed;Home Owner;UK;Puma;204;Retail Store;Autumn;Sports;Yes;4;4;No
379;Female;40;Youth;Unemployed;Renter;India;ASICS;174;Online;Spring;Sports;No;1;5;Yes
380;Male;36;Youth;Self-employed;Renter;UK;Nike;99;Online;Summer;Sports;No;2;3;Yes
381;Female;20;Adult;Unemployed;Renter;USA;Vans;354;Retail Store;Autumn;Comfort;No;4;5;Yes
382;Female;54;Youth;Unemployed;Home Owner;UK;Adidas;433;Retail Store;Summer;Fashion;No;5;4;Yes
383;Female;66;Adult;Self-employed;Renter;China;Nike;328;Online;Spring;Work;Yes;5;5;Yes
384;Male;57;Adult;Self-employed;Home Owner;Germany;Nike;218;Online;Spring;Fashion;Yes;5;1;No
385;Male;65;Adult;Student;Home Owner;Nigeria;Nike;162;Online;Spring;Fashion;Yes;3;4;Yes
386;Female;20;Youth;Employed;Home Owner;Canada;Adidas;373;Retail Store;Autumn;Sports;No;3;2;Yes
387;Male;16;Adult;Unemployed;Renter;China;Nike;406;Online;Winter;Work;No;2;1;Yes
388;Male;39;Adult;Self-employed;Renter;Nigeria;ASICS;333;Online;Spring;Fashion;Yes;2;3;Yes
389;Male;48;Senior;Student;Home Owner;USA;Vans;283;Retail Store;Spring;Fashion;Yes;4;4;No
390;Male;17;Youth;Employed;Renter;India;New Balance;350;Online;Winter;Sports;No;2;3;Yes
391;Male;45;Adult;Unemployed;Renter;Brazil;Under Armour;321;Retail Store;Autumn;Fashion;No;4;5;No
392;Male;61;Senior;Student;Home Owner;UK;Adidas;390;Retail Store;Autumn;Comfort;No;1;1;Yes
393;Female;46;Adult;Employed;Renter;USA;Adidas;337;Online;Winter;Fashion;Yes;3;5;Yes
394;Female;42;Adult;Unemployed;Home Owner;Canada;Vans;442;Retail Store;Spring;Comfort;No;5;2;Yes
395;Male;20;Youth;Student;Renter;Germany;Under Armour;399;Online;Autumn;Sports;Yes;4;2;No
396;Female;51;Senior;Unemployed;Renter;Germany;Puma;116;Online;Winter;Fashion;No;2;1;No
397;Female;59;Adult;Employed;Home Owner;China;Nike;126;Retail Store;Autumn;Comfort;Yes;1;2;Yes
398;Female;38;Senior;Self-employed;Renter;Japan;Puma;119;Online;Summer;Fashion;Yes;2;3;Yes
399;Female;69;Adult;Student;Home Owner;India;ASICS;448;Online;Summer;Sports;No;5;5;Yes
400;Male;49;Adult;Employed;Renter;UK;Balenciaga;420;Online;Winter;Sports;Yes;1;5;No
401;Female;46;Adult;Unemployed;Home Owner;Italy;ASICS;420;Online;Spring;Fashion;Yes;2;4;Yes
402;Female;19;Youth;Employed;Renter;France;New Balance;124;Online;Summer;Sports;Yes;4;2;Yes
403;Male;52;Adult;Employed;Home Owner;USA;Adidas;313;Online;Spring;Comfort;No;2;1;Yes
404;Male;40;Adult;Self-employed;Renter;Nigeria;Adidas;304;Retail Store;Autumn;Sports;No;3;1;Yes
405;Female;51;Adult;Student;Home Owner;Nigeria;ASICS;150;Online;Winter;Sports;No;3;1;Yes
406;Female;51;Adult;Employed;Renter;China;New Balance;399;Online;Summer;Comfort;No;1;5;Yes
407;Female;40;Adult;Self-employed;Home Owner;USA;Puma;312;Retail Store;Winter;Fashion;Yes;3;5;Yes
408;Female;26;Youth;Self-employed;Home Owner;Canada;New Balance;389;Online;Winter;Sports;Yes;2;5;No
409;Female;65;Adult;Self-employed;Home Owner;Nigeria;New Balance;427;Online;Winter;Fashion;No;5;5;Yes
410;Female;62;Adult;Unemployed;Renter;France;ASICS;350;Retail Store;Winter;Comfort;No;3;4;Yes
411;Male;50;Adult;Self-employed;Home Owner;Canada;Balenciaga;349;Retail Store;Winter;Fashion;No;4;4;No
412;Female;16;Senior;Self-employed;Home Owner;Germany;Under Armour;144;Online;Autumn;Sports;No;2;3;Yes
413;Female;54;Adult;Self-employed;Renter;Japan;Balenciaga;304;Retail Store;Summer;Sports;No;3;5;Yes
414;Male;30;Adult;Self-employed;Renter;China;Nike;203;Online;Winter;Sports;No;1;3;Yes
415;Male;56;Adult;Student;Home Owner;Nigeria;Under Armour;175;Online;Summer;Comfort;No;5;5;Yes
416;Male;60;Youth;Student;Home Owner;Nigeria;Adidas;229;Retail Store;Summer;Sports;Yes;5;5;Yes
417;Male;37;Adult;Self-employed;Home Owner;Japan;ASICS;291;Retail Store;Autumn;Fashion;Yes;5;1;No
418;Female;19;Adult;Employed;Renter;Nigeria;Puma;253;Retail Store;Summer;Work;No;5;2;Yes
419;Female;50;Senior;Unemployed;Renter;Germany;Under Armour;161;Retail Store;Summer;Work;No;4;3;Yes
420;Female;40;Adult;Employed;Renter;Japan;Adidas;344;Online;Summer;Sports;No;3;2;Yes
421;Female;17;Adult;Employed;Renter;Italy;Under Armour;365;Retail Store;Autumn;Comfort;Yes;5;2;No
422;Female;15;Adult;Self-employed;Home Owner;USA;Under Armour;257;Retail Store;Spring;Fashion;No;4;3;No
423;Female;56;Youth;Employed;Home Owner;Nigeria;Nike;209;Retail Store;Summer;Fashion;Yes;4;4;Yes
424;Male;43;Youth;Student;Home Owner;Canada;Puma;297;Online;Summer;Comfort;Yes;5;1;No
425;Female;59;Adult;Student;Home Owner;Italy;Puma;198;Online;Summer;Fashion;No;5;4;Yes
426;Male;54;Adult;Unemployed;Renter;Italy;Under Armour;115;Retail Store;Spring;Sports;No;4;3;Yes
427;Male;32;Adult;Student;Home Owner;Nigeria;Puma;314;Online;Spring;Fashion;Yes;4;4;Yes
428;Female;31;Adult;Student;Renter;Canada;Adidas;160;Online;Autumn;Work;No;1;3;Yes
429;Male;60;Adult;Self-employed;Renter;France;Crocs;396;Retail Store;Winter;Comfort;No;4;4;Yes
430;Female;23;Adult;Student;Renter;Canada;Nike;279;Online;Summer;Fashion;No;1;5;Yes
431;Male;52;Adult;Employed;Home Owner;Italy;Balenciaga;396;Online;Winter;Fashion;Yes;2;5;Yes
432;Female;15;Youth;Employed;Home Owner;Canada;New Balance;104;Online;Spring;Comfort;No;2;3;Yes
433;Male;35;Adult;Student;Home Owner;USA;Puma;357;Online;Winter;Fashion;No;1;2;No
434;Female;19;Adult;Unemployed;Renter;Japan;Balenciaga;227;Online;Autumn;Comfort;Yes;2;1;Yes
435;Female;35;Adult;Unemployed;Home Owner;UK;ASICS;137;Online;Spring;Sports;No;4;2;No
436;Female;19;Senior;Unemployed;Home Owner;UK;New Balance;311;Online;Summer;Comfort;Yes;4;4;Yes
437;Female;58;Youth;Student;Renter;Canada;Nike;144;Online;Winter;Fashion;No;5;5;Yes
438;Female;46;Adult;Unemployed;Renter;India;Crocs;174;Online;Spring;Fashion;No;3;1;Yes
439;Male;54;Adult;Student;Renter;Canada;Balenciaga;372;Online;Spring;Sports;Yes;5;1;Yes
440;Male;31;Adult;Employed;Home Owner;Nigeria;Crocs;235;Online;Winter;Fashion;Yes;5;5;Yes
441;Male;21;Adult;Unemployed;Renter;Germany;Under Armour;270;Online;Winter;Work;No;3;5;Yes
442;Female;60;Adult;Unemployed;Renter;Italy;Crocs;241;Retail Store;Winter;Work;No;1;1;Yes
443;Male;63;Adult;Unemployed;Renter;Japan;Puma;435;Retail Store;Spring;Fashion;Yes;4;5;Yes
444;Female;30;Adult;Employed;Home Owner;UK;Crocs;131;Online;Summer;Fashion;No;3;1;Yes
445;Female;53;Adult;Student;Renter;India;Balenciaga;428;Retail Store;Spring;Fashion;No;4;5;Yes
446;Male;60;Adult;Employed;Renter;Nigeria;Under Armour;387;Online;Summer;Comfort;No;1;4;Yes
447;Male;57;Adult;Employed;Home Owner;India;Puma;86;Retail Store;Winter;Fashion;No;2;5;No
448;Female;54;Senior;Self-employed;Home Owner;India;Adidas;50;Online;Winter;Comfort;Yes;5;2;Yes
449;Male;37;Youth;Unemployed;Renter;Canada;Vans;201;Online;Autumn;Fashion;No;5;5;No
450;Female;64;Adult;Student;Renter;Italy;Nike;90;Retail Store;Summer;Fashion;Yes;4;2;Yes
451;Female;26;Adult;Student;Renter;France;Nike;44;Retail Store;Winter;Fashion;Yes;3;3;No
452;Female;56;Senior;Self-employed;Home Owner;USA;Crocs;343;Online;Summer;Sports;No;2;2;Yes
453;Female;37;Senior;Self-employed;Home Owner;India;Balenciaga;326;Retail Store;Summer;Comfort;Yes;4;1;No
454;Female;31;Adult;Employed;Home Owner;Nigeria;Under Armour;430;Online;Summer;Sports;No;5;3;Yes
455;Male;51;Youth;Self-employed;Renter;UK;Puma;394;Online;Summer;Fashion;No;4;5;Yes
456;Male;67;Adult;Student;Renter;Canada;Nike;124;Online;Spring;Sports;No;4;2;Yes
457;Female;27;Adult;Student;Home Owner;Nigeria;Puma;335;Retail Store;Autumn;Sports;No;5;5;Yes
458;Female;28;Senior;Student;Renter;France;Nike;437;Retail Store;Summer;Work;No;2;4;Yes
459;Male;39;Adult;Employed;Renter;Nigeria;Balenciaga;305;Online;Summer;Sports;No;4;2;No
460;Male;52;Adult;Unemployed;Home Owner;China;New Balance;377;Online;Autumn;Comfort;No;3;5;Yes
461;Female;22;Adult;Unemployed;Home Owner;Nigeria;Under Armour;269;Retail Store;Winter;Fashion;No;3;1;No
462;Male;16;Adult;Employed;Home Owner;Italy;Nike;344;Online;Summer;Fashion;No;1;2;Yes
463;Female;63;Adult;Student;Home Owner;USA;Puma;184;Online;Winter;Work;Yes;1;1;Yes
464;Male;31;Youth;Student;Home Owner;Germany;New Balance;415;Online;Spring;Work;Yes;1;2;Yes
465;Female;40;Adult;Employed;Renter;Canada;Under Armour;253;Retail Store;Autumn;Comfort;No;3;2;No
466;Male;33;Senior;Employed;Renter;UK;Adidas;247;Online;Spring;Comfort;Yes;2;3;Yes
467;Female;59;Youth;Self-employed;Home Owner;Japan;Vans;350;Online;Winter;Fashion;No;4;5;Yes
468;Male;26;Adult;Employed;Home Owner;Japan;Under Armour;329;Online;Autumn;Fashion;Yes;3;5;Yes
469;Male;45;Adult;Unemployed;Renter;USA;New Balance;275;Online;Spring;Sports;No;1;3;Yes
470;Female;60;Adult;Employed;Home Owner;Brazil;New Balance;72;Online;Winter;Comfort;No;1;4;Yes
471;Male;22;Youth;Student;Renter;Canada;New Balance;172;Online;Winter;Work;Yes;4;3;No
472;Female;31;Adult;Student;Home Owner;Nigeria;Nike;143;Online;Autumn;Fashion;No;1;5;Yes
473;Male;42;Adult;Student;Home Owner;Japan;Under Armour;81;Online;Autumn;Fashion;No;5;4;Yes
474;Female;34;Youth;Unemployed;Renter;Italy;Under Armour;170;Online;Winter;Sports;No;2;5;Yes
475;Male;15;Adult;Unemployed;Renter;Nigeria;Puma;230;Online;Winter;Work;No;5;4;Yes
476;Female;49;Youth;Self-employed;Home Owner;USA;Under Armour;308;Online;Spring;Fashion;Yes;3;2;No
477;Male;53;Adult;Employed;Home Owner;India;Under Armour;283;Retail Store;Spring;Comfort;No;4;1;Yes
478;Female;30;Senior;Self-employed;Renter;USA;Nike;431;Retail Store;Winter;Comfort;No;2;3;Yes
479;Male;23;Youth;Employed;Home Owner;France;New Balance;100;Online;Summer;Comfort;Yes;2;4;No
480;Female;60;Youth;Employed;Home Owner;Germany;New Balance;197;Online;Autumn;Sports;No;5;5;No
481;Female;14;Adult;Unemployed;Renter;France;Nike;345;Retail Store;Autumn;Sports;No;1;2;Yes
482;Female;24;Adult;Student;Renter;USA;Puma;108;Retail Store;Autumn;Comfort;No;3;4;Yes
